Height (mm);Total slice surface (mm²)
385.50;0.000
385.62;0.000
385.74;0.000
385.86;0.000
385.98;0.000
386.10;0.000
386.22;0.000
386.34;0.000
386.46;0.000
386.58;0.000
386.70;0.000
386.82;0.000
386.94;0.000
387.06;0.000
387.18;0.000
387.30;0.000
387.42;0.000
387.54;0.000
387.66;0.000
387.78;0.000
387.90;0.000
388.02;0.000
388.14;0.000
388.26;0.000
388.38;0.000
388.50;0.000
388.62;0.000
388.74;0.000
388.86;0.000
388.98;0.000
389.10;0.000
389.22;0.000
389.34;0.000
389.46;0.000
389.58;0.000
389.70;0.000
389.82;0.000
389.94;0.000
390.06;0.000
390.18;0.000
390.30;0.000
390.42;0.000
390.54;0.000
390.66;0.000
390.78;0.000
390.90;0.000
391.02;0.000
391.14;0.000
391.26;0.000
391.38;0.000
391.50;0.000
391.62;0.000
391.74;0.000
391.86;0.000
391.98;0.000
392.10;0.000
392.22;0.000
392.34;0.000
392.46;0.000
392.58;0.000
392.70;0.000
392.82;0.000
392.94;0.000
393.06;0.000
393.18;0.000
393.30;0.000
393.42;0.000
393.54;0.000
393.66;0.000
393.78;0.000
393.90;0.000
394.02;0.000
394.14;0.000
394.26;0.000
394.38;0.000
394.50;0.000
394.62;0.000
394.74;0.000
394.86;0.000
394.98;0.000
395.10;0.000
395.22;0.000
395.34;0.000
395.46;0.000
395.58;0.000
395.70;0.000
395.82;0.000
395.94;0.000
396.06;0.000
396.18;0.000
396.30;0.000
396.42;0.000
396.54;0.000
396.66;0.000
396.78;0.000
396.90;0.000
397.02;0.000
397.14;0.000
397.26;0.000
397.38;0.000
397.50;0.000
397.62;0.000
397.74;0.000
397.86;0.000
397.98;0.000
398.10;0.000
398.22;0.000
398.34;0.000
398.46;0.000
398.58;0.000
398.70;0.000
398.82;0.000
398.94;0.000
399.06;0.000
399.18;0.000
399.30;0.000
399.42;0.000
399.54;0.000
399.66;0.000
399.78;0.000
399.90;0.000
400.02;0.000
400.14;0.000
400.26;0.000
400.38;0.000
400.50;0.000
400.62;0.000
400.74;0.000
400.86;0.000
400.98;0.000
401.10;0.000
401.22;0.000
401.34;0.000
401.46;0.000
401.58;0.000
401.70;0.000
401.82;0.000
401.94;0.000
402.06;0.000
402.18;0.000
402.30;0.000
402.42;0.000
402.54;0.000
402.66;0.000
402.78;0.000
402.90;0.000
403.02;0.000
403.14;0.000
403.26;0.000
403.38;0.000
403.50;0.000
403.62;0.000
403.74;0.000
403.86;0.000
403.98;0.000
404.10;0.000
404.22;0.000
404.34;0.000
404.46;0.000
404.58;0.000
404.70;0.000
404.82;0.000
404.94;0.000
405.06;0.000
405.18;0.000
405.30;0.000
405.42;0.000
405.54;0.000
405.66;0.000
405.78;0.000
405.90;0.000
406.02;0.000
406.14;0.000
406.26;0.000
406.38;0.000
406.50;0.000
406.62;0.000
406.74;0.000
406.86;0.000
406.98;0.000
407.10;0.000
407.22;0.000
407.34;0.000
407.46;0.000
407.58;0.000
407.70;0.000
407.82;0.000
407.94;0.000
408.06;0.000
408.18;0.000
408.30;0.000
408.42;0.000
408.54;0.000
408.66;0.000
408.78;0.000
408.90;0.000
409.02;0.000
409.14;0.000
409.26;0.000
409.38;0.000
409.50;0.000
409.62;0.000
409.74;0.000
409.86;0.000
409.98;0.000
410.10;0.000
410.22;0.000
410.34;0.000
410.46;0.000
410.58;0.000
410.70;0.000
410.82;0.000
410.94;0.000
411.06;0.000
411.18;0.000
411.30;0.000
411.42;0.000
411.54;0.000
411.66;0.000
411.78;0.000
411.90;0.000
412.02;0.000
412.14;0.000
412.26;0.000
412.38;0.000
412.50;0.000
412.62;0.000
412.74;0.000
412.86;0.000
412.98;0.000
413.10;0.000
413.22;0.000
413.34;0.000
413.46;0.000
413.58;0.000
413.70;0.000
413.82;0.000
413.94;0.000
414.06;0.000
414.18;0.000
414.30;0.000
414.42;0.000
414.54;0.000
414.66;0.000
414.78;0.000
414.90;0.000
415.02;0.000
415.14;0.000
415.26;358.586
415.38;379.445
415.50;394.715
415.62;407.291
415.74;418.020
415.86;427.613
415.98;436.452
416.10;444.502
416.22;452.172
416.34;459.199
416.46;465.939
416.58;479.705
416.70;500.517
416.82;521.641
416.94;542.752
417.06;563.913
417.18;585.214
417.30;606.432
417.42;627.697
417.54;649.036
417.66;670.397
417.78;691.984
417.90;741.746
418.02;792.539
418.14;843.861
418.26;1233.798
418.38;1286.188
418.50;1338.996
418.62;1392.098
418.74;1445.568
418.86;1499.428
418.98;1553.517
419.10;1601.511
419.22;1627.505
419.34;1652.872
419.46;1677.900
419.58;1702.599
419.70;1727.080
419.82;1740.939
419.94;1750.279
420.06;1759.000
420.18;1767.299
420.30;1775.301
420.42;1782.984
420.54;1790.393
420.66;1797.476
420.78;1852.121
420.90;1885.088
421.02;1915.877
421.14;1943.699
421.26;1969.504
421.38;1993.963
421.50;2017.388
421.62;2041.542
421.74;2076.711
421.86;2111.231
421.98;2145.258
422.10;2179.059
422.22;2213.010
422.34;2246.900
422.46;2280.227
422.58;2313.150
422.70;2357.264
422.82;2409.837
422.94;2451.777
423.06;2490.106
423.18;2526.171
423.30;2560.641
423.42;2593.854
423.54;2626.029
423.66;2657.365
423.78;2688.267
423.90;2718.640
424.02;2748.545
424.14;2778.001
424.26;2807.021
424.38;2835.638
424.50;2863.833
424.62;2891.618
424.74;2919.263
424.86;2947.829
424.98;2976.739
425.10;2998.243
425.22;3019.801
425.34;3041.324
425.46;3063.412
425.58;3088.799
425.70;3123.927
425.82;3165.403
425.94;3206.336
426.06;3246.635
426.18;3286.583
426.30;3326.267
426.42;3365.722
426.54;3404.952
426.66;3443.993
426.78;3482.813
426.90;3521.418
427.02;3559.880
427.14;3598.177
427.26;3636.340
427.38;3674.356
427.50;3712.249
427.62;3749.975
427.74;3787.569
427.86;3825.062
427.98;3862.438
428.10;3899.734
428.22;3936.950
428.34;3974.092
428.46;4011.118
428.58;4048.047
428.70;4083.936
428.82;4121.762
428.94;4163.320
429.06;4205.112
429.18;4247.082
429.30;4289.160
429.42;4331.382
429.54;4373.168
429.66;4407.941
429.78;4434.625
429.90;4460.840
430.02;4487.737
430.14;4514.703
430.26;4526.007
430.38;4533.302
430.50;4539.969
430.62;4546.873
430.74;4561.470
430.86;4577.550
430.98;4594.442
431.10;4611.772
431.22;4629.269
431.34;4645.809
431.46;4661.773
431.58;4678.557
431.70;4695.842
431.82;4713.482
431.94;4731.425
432.06;4749.470
432.18;4767.071
432.30;4784.489
432.42;4802.820
432.54;4822.322
432.66;4843.152
432.78;4864.731
432.90;4886.725
433.02;4909.806
433.14;4934.472
433.26;4960.629
433.38;4991.282
433.50;5056.740
433.62;5139.897
433.74;5228.346
433.86;5324.748
433.98;5430.542
434.10;5515.785
434.22;5603.065
434.34;5692.364
434.46;5782.971
434.58;5874.620
434.70;5966.310
434.82;6058.559
434.94;6151.079
435.06;6243.695
435.18;6336.733
435.30;6430.235
435.42;6523.664
435.54;6615.967
435.66;6706.908
435.78;6794.796
435.90;6877.390
436.02;6957.808
436.14;7036.402
436.26;7113.857
436.38;7191.330
436.50;7269.144
436.62;7348.776
436.74;7429.476
436.86;7511.620
436.98;7597.092
437.10;7685.108
437.22;7775.106
437.34;7867.058
437.46;7959.383
437.58;8053.413
437.70;8147.727
437.82;8243.567
437.94;8342.069
438.06;8433.921
438.18;8523.396
438.30;8612.045
438.42;8669.713
438.54;8702.595
438.66;8725.079
438.78;8746.166
438.90;8809.093
439.02;8865.567
439.14;8927.899
439.26;9662.961
439.38;9751.274
439.50;9848.361
439.62;9972.829
439.74;10106.964
439.86;10251.080
439.98;10400.832
440.10;10532.909
440.22;10667.776
440.34;10794.212
440.46;10920.858
440.58;11042.579
440.70;11160.579
440.82;11267.201
440.94;11370.996
441.06;11474.706
441.18;11578.942
441.30;11683.948
441.42;11787.137
441.54;11888.744
441.66;11986.516
441.78;12081.752
441.90;12172.962
442.02;12263.011
442.14;12354.451
442.26;12562.643
442.38;12658.945
442.50;12753.339
442.62;12845.763
442.74;12934.659
442.86;13042.044
442.98;13145.954
443.10;13236.949
443.22;13347.370
443.34;13459.066
443.46;13572.972
443.58;13688.461
443.70;13803.426
443.82;13918.513
443.94;14033.364
444.06;14148.605
444.18;13925.718
444.30;14039.400
444.42;14152.856
444.54;14258.572
444.66;14365.063
444.78;14456.582
444.90;14546.454
445.02;14634.225
445.14;14715.028
445.26;14790.235
445.38;14868.356
445.50;14931.552
445.62;14984.244
445.74;15021.502
445.86;15058.376
445.98;15094.824
446.10;15128.796
446.22;15158.536
446.34;15179.041
446.46;15198.181
446.58;15222.972
446.70;15247.159
446.82;15263.968
446.94;15243.938
447.06;15229.106
447.18;15213.070
447.30;15784.510
447.42;15786.629
447.54;15791.124
447.66;15794.597
447.78;15799.289
447.90;15784.233
448.02;15756.230
448.14;15720.645
448.26;15683.312
448.38;15642.838
448.50;15593.978
448.62;15545.909
448.74;15499.952
448.86;15440.417
448.98;15377.855
449.10;15318.568
449.22;15772.312
449.34;15714.463
449.46;15655.046
449.58;15594.525
449.70;15534.974
449.82;15478.123
449.94;15419.538
450.06;15360.337
450.18;15296.114
450.30;15229.285
450.42;15179.714
450.54;15140.714
450.66;15105.692
450.78;15076.382
450.90;15018.655
451.02;14987.828
451.14;14905.932
451.26;14852.427
451.38;14806.204
451.50;14760.045
451.62;14713.531
451.74;14674.863
451.86;14641.245
451.98;14607.909
452.10;14572.482
452.22;14531.439
452.34;14474.300
452.46;14435.957
452.58;14391.251
452.70;14361.388
452.82;14344.170
452.94;14312.501
453.06;14274.408
453.18;14235.795
453.30;14200.861
453.42;14166.285
453.54;14121.339
453.66;14083.627
453.78;14051.281
453.90;14023.255
454.02;13992.957
454.14;13969.808
454.26;13949.554
454.38;13908.698
454.50;13876.818
454.62;13842.223
454.74;13812.817
454.86;13795.828
454.98;13740.161
455.10;13656.468
455.22;13638.509
455.34;16526.004
455.46;16447.673
455.58;16358.299
455.70;16248.437
455.82;16160.982
455.94;16077.063
456.06;16015.564
456.18;15927.246
456.30;15836.523
456.42;15744.493
456.54;15655.497
456.66;15562.452
456.78;15473.551
456.90;15372.482
457.02;15265.382
457.14;15168.773
457.26;15075.708
457.38;14984.225
457.50;14897.478
457.62;14811.693
457.74;14717.831
457.86;14633.353
457.98;14566.858
458.10;14506.122
458.22;14434.737
458.34;14359.402
458.46;14288.852
458.58;14219.849
458.70;14147.027
458.82;14049.269
458.94;13967.410
459.06;13904.962
459.18;13848.196
459.30;13657.750
459.42;13592.988
459.54;13537.363
459.66;13486.929
459.78;13434.457
459.90;13378.045
460.02;13317.855
460.14;13256.599
460.26;7818.327
460.38;7772.152
460.50;7725.392
460.62;7676.474
460.74;7625.913
460.86;7575.312
460.98;7526.232
461.10;7493.995
461.22;7455.364
461.34;7416.660
461.46;7379.085
461.58;7340.937
461.70;7301.203
461.82;7259.103
461.94;7215.929
462.06;7171.112
462.18;7124.767
462.30;7077.046
462.42;7026.093
462.54;6970.156
462.66;6911.468
462.78;6848.172
462.90;6779.335
463.02;6740.477
463.14;6692.558
463.26;6642.053
463.38;6590.836
463.50;6537.604
463.62;6482.973
463.74;6428.159
463.86;6373.596
463.98;6319.403
464.10;6265.098
464.22;6210.136
464.34;6152.774
464.46;6095.065
464.58;6038.605
464.70;5985.563
464.82;5934.644
464.94;5882.428
465.06;5821.733
465.18;5780.467
465.30;5739.348
465.42;5698.595
465.54;5657.924
465.66;5617.033
465.78;5577.637
465.90;5540.689
466.02;5503.161
466.14;5465.101
466.26;5426.225
466.38;5386.524
466.50;5345.771
466.62;5303.347
466.74;5258.193
466.86;5198.236
466.98;5130.773
467.10;5059.068
467.22;5008.033
467.34;4957.717
467.46;4908.885
467.58;4861.030
467.70;4814.528
467.82;4769.425
467.94;4725.151
468.06;4681.887
468.18;4642.213
468.30;4604.293
468.42;4566.959
468.54;4530.111
468.66;4493.535
468.78;4457.274
468.90;4421.278
469.02;4385.271
469.14;4349.181
469.26;4312.821
469.38;4273.553
469.50;4224.246
469.62;4166.991
469.74;4111.113
469.86;4057.636
469.98;4009.527
470.10;3966.638
470.22;3929.440
470.34;3905.844
470.46;3878.495
470.58;3824.576
470.70;3773.243
470.82;3726.009
470.94;3685.700
471.06;3666.054
471.18;3609.953
471.30;3555.087
471.42;3501.814
471.54;3459.550
471.66;3420.599
471.78;3381.409
471.90;3342.024
472.02;3302.728
472.14;3263.595
472.26;3224.719
472.38;3186.279
472.50;3149.717
472.62;3116.873
472.74;3086.333
472.86;3063.058
472.98;3039.749
473.10;3016.891
473.22;2994.073
473.34;2971.743
473.46;2949.672
473.58;2928.057
473.70;2906.966
473.82;2886.490
473.94;2871.782
474.06;2863.635
474.18;2855.405
474.30;2847.340
474.42;2839.723
474.54;2832.679
474.66;2826.568
474.78;2822.254
474.90;2821.906
475.02;2838.093
475.14;2829.835
475.26;2803.842
475.38;2776.353
475.50;2748.044
475.62;2719.733
475.74;2691.424
475.86;2663.068
475.98;2634.665
476.10;2606.255
476.22;2577.813
476.34;2549.354
476.46;2520.822
476.58;2492.141
476.70;2463.302
476.82;2434.238
476.94;1894.686
477.06;1868.852
477.18;1842.040
477.30;1815.854
477.42;1790.683
477.54;1766.163
477.66;1742.144
477.78;1718.129
477.90;1690.430
478.02;1663.053
478.14;1636.055
478.26;1609.624
478.38;1580.983
478.50;1549.361
478.62;1518.187
478.74;1487.569
478.86;1459.793
478.98;1433.664
479.10;1408.270
479.22;1383.999
479.34;1361.585
479.46;1339.747
479.58;1318.118
479.70;1296.660
479.82;1275.466
479.94;1254.593
480.06;1234.068
480.18;1213.794
480.30;1193.913
480.42;1174.514
480.54;1155.683
480.66;1137.438
480.78;1120.193
480.90;1103.734
481.02;1087.957
481.14;1072.878
481.26;1058.824
481.38;1046.816
481.50;1035.869
481.62;1024.643
481.74;1015.880
481.86;1010.714
481.98;1005.330
482.10;999.717
482.22;994.002
482.34;988.095
482.46;981.862
482.58;975.512
482.70;968.893
482.82;961.909
482.94;954.768
483.06;947.145
483.18;939.211
483.30;930.882
483.42;921.956
483.54;912.595
483.66;902.386
483.78;891.390
483.90;879.361
484.02;865.494
484.14;849.259
484.26;828.025
484.38;227.056
484.50;221.995
484.62;211.683
484.74;189.421
484.86;167.493
484.98;145.932
485.10;124.756
485.22;104.000
485.34;83.695
485.46;63.903
485.58;44.690
485.70;26.169
485.82;8.560
485.94;0.000
